Date,Region,NewCases,NewDeaths,retail_and_recreation,grocery_and_pharmacy,parks,transit_stations,workplaces,residential
07/06/2021,East Java,301,27,8,29,15,-14,-16,3
08/06/2021,East Java,389,34,7,29,13,-14,-16,3
09/06/2021,East Java,401,33,8,31,10,-14,-15,3
10/06/2021,East Java,425,32,6,27,13,-15,-14,4
11/06/2021,East Java,441,35,1,23,-1,-19,-13,5
12/06/2021,East Java,358,28,1,23,2,-16,-7,3
13/06/2021,East Java,418,29,3,22,10,-16,0,3
14/06/2021,East Java,403,30,4,22,9,-16,-16,5
15/06/2021,East Java,499,41,0,19,3,-18,-16,5
16/06/2021,East Java,702,46,4,25,5,-17,-16,4
17/06/2021,East Java,722,53,1,20,5,-19,-16,5
18/06/2021,East Java,731,39,-2,19,-5,-22,-15,5
19/06/2021,East Java,693,38,-5,17,-9,-22,-8,4
20/06/2021,East Java,739,51,-3,17,-1,-22,-2,4
21/06/2021,East Java,719,50,-3,15,2,-20,-22,6
22/06/2021,East Java,746,41,-2,18,3,-19,-22,6
23/06/2021,East Java,873,51,-1,21,3,-21,-22,6
24/06/2021,East Java,945,51,-9,10,-6,-26,-22,8
25/06/2021,East Java,975,52,-5,22,-9,-28,-21,7
26/06/2021,East Java,989,50,-7,19,-10,-28,-13,6
27/06/2021,East Java,889,64,-6,17,-8,-30,-2,6
28/06/2021,East Java,1081,66,-4,20,0,-26,-25,8
29/06/2021,East Java,1065,78,-5,21,-1,-26,-24,7
30/06/2021,East Java,1203,94,-5,25,-4,-28,-25,7
01/07/2021,East Java,1397,74,-2,30,0,-28,-24,9
02/07/2021,East Java,1388,82,-7,28,-12,-31,-24,10
03/07/2021,East Java,1439,80,-16,19,-29,-43,-18,10
04/07/2021,East Java,1468,89,-19,14,-39,-49,-10,12
05/07/2021,East Java,1543,100,-11,23,-15,-44,-30,12
06/07/2021,East Java,1808,122,-13,21,-19,-44,-31,12
07/07/2021,East Java,2548,155,-12,24,-21,-45,-31,12
08/07/2021,East Java,2551,165,-17,16,-22,-47,-31,14
09/07/2021,East Java,2530,168,-22,11,-33,-52,-31,15
10/07/2021,East Java,2237,180,-25,9,-43,-56,-22,13
11/07/2021,East Java,2419,279,-25,7,-47,-59,-12,13
12/07/2021,East Java,2742,171,-16,15,-22,-50,-32,13
13/07/2021,East Java,6269,179,-18,14,-23,-48,-34,13
14/07/2021,East Java,7088,234,-16,17,-26,-47,-33,13
15/07/2021,East Java,8230,211,-17,14,-24,-49,-32,14
16/07/2021,East Java,7832,345,-22,11,-33,-54,-32,15
17/07/2021,East Java,6920,283,-25,9,-42,-56,-23,13
18/07/2021,East Java,5726,328,-26,5,-48,-60,-11,14
19/07/2021,East Java,4423,359,-13,21,-18,-51,-39,14
20/07/2021,East Java,5654,268,-35,-9,-28,-62,-72,21
21/07/2021,East Java,3859,402,-16,19,-22,-47,-34,11
22/07/2021,East Java,6625,270,-21,16,-20,-46,-32,12
23/07/2021,East Java,6912,349,-24,12,-30,-51,-31,13
24/07/2021,East Java,5699,356,-26,11,-38,-52,-21,12
25/07/2021,East Java,4763,318,-26,9,-43,-55,-11,12
26/07/2021,East Java,3157,371,-17,17,-17,-44,-29,11
27/07/2021,East Java,6337,354,-18,16,-19,-42,-30,11
28/07/2021,East Java,6422,401,-16,20,-19,-41,-29,11
29/07/2021,East Java,5506,337,-17,16,-17,-43,-28,11
30/07/2021,East Java,5210,381,-20,15,-27,-47,-27,12
31/07/2021,East Java,4697,328,-21,16,-34,-48,-17,10
01/08/2021,East Java,3671,330,-20,16,-37,-50,-9,10
02/08/2021,East Java,2489,352,-13,21,-17,-43,-27,10
03/08/2021,East Java,4113,319,-14,20,-20,-38,-28,10
04/08/2021,East Java,4030,339,-11,25,-15,-38,-26,9
05/08/2021,East Java,4074,311,-11,23,-13,-38,-26,10
06/08/2021,East Java,4490,380,-15,19,-22,-42,-25,10
07/08/2021,East Java,3438,322,-16,19,-29,-42,-16,8
08/08/2021,East Java,2537,304,-16,16,-32,-46,-8,9
09/08/2021,East Java,1965,305,-9,20,-9,-40,-26,9
10/08/2021,East Java,3618,329,-11,19,-10,-36,-30,9
11/08/2021,East Java,2885,431,-6,24,-2,-36,-53,14
12/08/2021,East Java,3161,305,-11,17,-14,-37,-23,9
13/08/2021,East Java,4178,262,-14,14,-23,-41,-22,10
14/08/2021,East Java,3232,274,-14,16,-27,-40,-12,8
15/08/2021,East Java,1725,230,-14,14,-27,-44,-3,8
16/08/2021,East Java,1559,236,-6,20,-4,-37,-26,8
17/08/2021,East Java,2346,257,-9,16,12,-36,-59,14
18/08/2021,East Java,1499,235,-9,19,-14,-34,-21,7
19/08/2021,East Java,3019,223,-9,17,-11,-36,-20,8
20/08/2021,East Java,2508,203,-12,15,-20,-40,-19,9
21/08/2021,East Java,2122,213,-12,15,-24,-40,-10,7
22/08/2021,East Java,1301,203,-12,14,-22,-41,-2,7
23/08/2021,East Java,1073,189,-6,17,-8,-38,-20,8
24/08/2021,East Java,1700,185,-8,16,-10,-36,-21,7
25/08/2021,East Java,1619,206,-5,21,-10,-34,-20,7
26/08/2021,East Java,1351,161,-4,18,-10,-34,-19,8
27/08/2021,East Java,1409,161,-8,16,-20,-37,-18,8
28/08/2021,East Java,1079,167,-7,19,-21,-35,-9,6
29/08/2021,East Java,666,145,-7,16,-19,-37,-1,7
30/08/2021,East Java,640,132,-3,18,-10,-35,-19,7
31/08/2021,East Java,1323,132,-2,23,-11,-33,-19,6
01/09/2021,East Java,1122,140,1,31,-10,-30,-18,6
02/09/2021,East Java,853,121,1,27,-8,-32,-17,6
03/09/2021,East Java,771,85,-3,23,-16,-33,-16,7
04/09/2021,East Java,614,92,-2,24,-18,-31,-8,5
05/09/2021,East Java,448,70,-1,25,-11,-31,-2,5
06/09/2021,East Java,361,81,2,24,-7,-31,-18,5
07/09/2021,East Java,675,79,0,22,-8,-30,-18,5
08/09/2021,East Java,613,63,3,26,-7,-29,-17,5
09/09/2021,East Java,508,45,2,24,-4,-30,-15,5
10/09/2021,East Java,515,49,-2,22,-14,-32,-14,6
11/09/2021,East Java,547,39,-8,15,-24,-31,-8,6
12/09/2021,East Java,367,31,-3,20,-16,-30,-2,5
13/09/2021,East Java,318,37,2,22,-6,-30,-18,5
14/09/2021,East Java,497,24,-7,12,-17,-31,-18,6
15/09/2021,East Java,436,23,6,30,-5,-26,-17,4
16/09/2021,East Java,335,30,2,23,-3,-28,-17,5
17/09/2021,East Java,427,20,0,22,-12,-30,-16,5
18/09/2021,East Java,314,19,1,24,-11,-27,-7,4
19/09/2021,East Java,234,16,0,21,-7,-27,-2,4
20/09/2021,East Java,142,26,3,23,-5,-30,-16,4
21/09/2021,East Java,316,25,0,20,-9,-29,-16,4
21/03/2020,Banten,4,1,-24,-6,-18,-41,-7,10
22/03/2020,Banten,0,1,-37,-18,-34,-49,-9,12
23/03/2020,Banten,9,0,-27,-14,-19,-50,-27,15
24/03/2020,Banten,9,1,-26,-7,-18,-50,-31,16
25/03/2020,Banten,2,0,-34,-16,-24,-61,-62,26
26/03/2020,Banten,0,0,-31,-14,-21,-55,-33,18
27/03/2020,Banten,17,0,-32,-10,-22,-56,-32,19
28/03/2020,Banten,10,0,-40,-17,-35,-56,-21,16
29/03/2020,Banten,3,0,-45,-23,-42,-58,-15,15
30/03/2020,Banten,22,0,-36,-20,-26,-58,-34,19
31/03/2020,Banten,14,0,-30,-6,-21,-57,-35,18
01/04/2020,Banten,11,10,-28,-5,-19,-59,-35,18
02/04/2020,Banten,8,0,-28,-8,-18,-60,-36,19
03/04/2020,Banten,6,0,-31,-10,-21,-62,-34,20
04/04/2020,Banten,3,3,-38,-17,-34,-62,-23,16
05/04/2020,Banten,4,0,-42,-21,-41,-63,-18,15
06/04/2020,Banten,10,0,-34,-20,-26,-63,-34,18
07/04/2020,Banten,7,1,-29,-9,-21,-61,-36,18
08/04/2020,Banten,18,0,-32,-15,-21,-62,-36,19
09/04/2020,Banten,6,2,-30,-12,-20,-60,-36,18
10/04/2020,Banten,25,1,-44,-25,-32,-72,-64,30
11/04/2020,Banten,36,0,-44,-23,-37,-66,-33,19
12/04/2020,Banten,2,0,-47,-26,-43,-66,-19,16
13/04/2020,Banten,4,1,-34,-18,-24,-64,-36,20
14/04/2020,Banten,4,0,-34,-18,-24,-64,-38,20
15/04/2020,Banten,0,2,-35,-18,-24,-65,-37,20
16/04/2020,Banten,16,7,-33,-17,-22,-65,-37,20
17/04/2020,Banten,11,2,-35,-16,-24,-65,-36,21
18/04/2020,Banten,10,0,-50,-31,-44,-67,-27,19
19/04/2020,Banten,3,0,-50,-30,-47,-67,-18,16
20/04/2020,Banten,29,1,-39,-23,-29,-66,-37,20
21/04/2020,Banten,0,0,-39,-22,-30,-65,-39,20
22/04/2020,Banten,0,0,-36,-18,-25,-63,-38,19
23/04/2020,Banten,0,0,-33,-11,-22,-59,-39,19
24/04/2020,Banten,22,4,-52,-30,-43,-70,-44,26
25/04/2020,Banten,11,0,-52,-30,-49,-72,-31,21
26/04/2020,Banten,0,0,-57,-39,-58,-74,-22,20
27/04/2020,Banten,12,1,-46,-32,-39,-72,-39,23
28/04/2020,Banten,6,1,-42,-22,-34,-69,-40,21
29/04/2020,Banten,0,0,-42,-25,-33,-70,-39,22
30/04/2020,Banten,16,0,-38,-16,-28,-68,-38,21
01/05/2020,Banten,14,0,-41,-15,-36,-75,-65,30
02/05/2020,Banten,9,0,-46,-23,-44,-70,-32,20
03/05/2020,Banten,5,0,-48,-27,-50,-72,-18,17
04/05/2020,Banten,14,0,-41,-24,-33,-70,-37,21
05/05/2020,Banten,12,0,-38,-17,-30,-68,-38,21
06/05/2020,Banten,29,0,-39,-20,-29,-68,-38,22
07/05/2020,Banten,8,15,-36,-15,-31,-71,-62,28
08/05/2020,Banten,10,0,-40,-18,-33,-67,-37,23
09/05/2020,Banten,18,0,-42,-20,-42,-66,-27,19
10/05/2020,Banten,10,0,-46,-25,-50,-68,-15,17
11/05/2020,Banten,8,0,-34,-13,-28,-66,-35,20
12/05/2020,Banten,18,0,-36,-16,-31,-65,-37,22
13/05/2020,Banten,21,1,-32,-11,-27,-65,-36,20
14/05/2020,Banten,13,0,-29,-9,-24,-64,-36,20
15/05/2020,Banten,29,3,-29,-4,-23,-64,-33,19
16/05/2020,Banten,4,1,-32,-7,-33,-61,-22,16
17/05/2020,Banten,24,0,-33,-9,-41,-63,-10,15
18/05/2020,Banten,27,1,-33,-18,-30,-65,-35,21
19/05/2020,Banten,21,0,-20,6,-17,-60,-37,19
20/05/2020,Banten,1,0,-25,-1,-20,-60,-37,20
21/05/2020,Banten,54,3,-10,24,-9,-59,-63,24
22/05/2020,Banten,15,1,-21,13,-15,-62,-55,24
23/05/2020,Banten,0,0,-32,6,-23,-60,-45,18
24/05/2020,Banten,21,0,-46,-25,-33,-64,-30,7
25/05/2020,Banten,0,0,-29,-5,5,-67,-75,22
26/05/2020,Banten,18,0,-27,-4,2,-63,-53,20
27/05/2020,Banten,10,0,-26,-5,0,-64,-46,20
28/05/2020,Banten,14,0,-24,-2,-1,-63,-42,20
29/05/2020,Banten,14,3,-27,-4,-12,-65,-39,21
30/05/2020,Banten,13,0,-33,-11,-17,-62,-25,16
31/05/2020,Banten,3,0,-32,-10,-13,-62,-10,12
01/06/2020,Banten,6,0,-22,-4,-1,-66,-63,25
02/06/2020,Banten,14,0,-25,-5,-12,-59,-30,17
03/06/2020,Banten,71,0,-24,-6,-11,-60,-31,18
04/06/2020,Banten,10,0,-22,-4,-9,-59,-30,17
05/06/2020,Banten,24,1,-24,-4,-16,-61,-27,18
06/06/2020,Banten,36,1,-27,-7,-15,-59,-16,14
07/06/2020,Banten,10,0,-29,-8,-13,-59,-7,12
08/06/2020,Banten,11,0,-22,-8,-14,-58,-25,16
09/06/2020,Banten,15,1,-24,-8,-14,-58,-27,16
10/06/2020,Banten,35,1,-21,-6,-10,-56,-26,16
11/06/2020,Banten,24,2,-21,-9,-11,-57,-27,16
12/06/2020,Banten,35,1,-21,-7,-12,-57,-25,16
13/06/2020,Banten,74,3,-24,-9,-11,-55,-14,13
14/06/2020,Banten,9,0,-25,-8,-5,-55,-4,11
15/06/2020,Banten,3,0,-19,-9,-10,-56,-24,14
16/06/2020,Banten,34,0,-19,-7,-8,-54,-25,15
17/06/2020,Banten,32,0,-19,-8,-2,-54,-25,15
18/06/2020,Banten,15,0,-18,-9,4,-54,-26,15
19/06/2020,Banten,4,0,-21,-10,-4,-54,-24,16
20/06/2020,Banten,15,0,-21,-9,2,-52,-13,11
21/06/2020,Banten,8,0,-23,-10,7,-53,-5,10
22/06/2020,Banten,6,0,-20,-13,-8,-54,-26,15
23/06/2020,Banten,9,0,-18,-9,-4,-52,-27,15
24/06/2020,Banten,17,0,-19,-12,-1,-53,-26,15
25/06/2020,Banten,9,0,-16,-6,3,-53,-26,14
26/06/2020,Banten,10,0,-17,-5,-1,-52,-24,15
27/06/2020,Banten,17,0,-18,-6,8,-49,-15,10
28/06/2020,Banten,3,0,-19,-6,15,-50,-5,9
29/06/2020,Banten,2,0,-14,-6,2,-52,-25,13
30/06/2020,Banten,9,0,-11,3,5,-50,-26,13
01/07/2020,Banten,10,0,-10,1,8,-49,-25,13
02/07/2020,Banten,8,0,-13,-2,6,-49,-26,14
03/07/2020,Banten,21,0,-12,-1,4,-49,-24,14
04/07/2020,Banten,13,0,-14,-2,15,-45,-15,10
05/07/2020,Banten,5,1,-13,-1,28,-45,-5,8
06/07/2020,Banten,12,0,-11,-4,6,-49,-24,13
07/07/2020,Banten,6,0,-9,-1,6,-47,-26,13
08/07/2020,Banten,13,0,-12,-7,4,-49,-24,13
09/07/2020,Banten,11,0,-10,-4,9,-48,-24,13
10/07/2020,Banten,8,1,-11,-3,5,-48,-22,14
11/07/2020,Banten,7,0,-11,-4,17,-45,-12,10
12/07/2020,Banten,12,0,-12,-4,21,-46,-3,8
13/07/2020,Banten,6,0,-11,-7,1,-49,-22,13
14/07/2020,Banten,9,0,-13,-8,-5,-49,-24,14
15/07/2020,Banten,3,0,-11,-7,-6,-48,-23,14
16/07/2020,Banten,17,1,-10,-6,-1,-48,-23,14
17/07/2020,Banten,9,0,-12,-6,-4,-49,-21,14
18/07/2020,Banten,8,1,-12,-6,7,-47,-12,10
19/07/2020,Banten,17,1,-14,-7,9,-47,-3,9
20/07/2020,Banten,8,0,-13,-9,-9,-50,-23,14
21/07/2020,Banten,8,1,-12,-8,-8,-49,-24,14
22/07/2020,Banten,4,0,-13,-10,-6,-49,-23,14
23/07/2020,Banten,10,0,-13,-9,-3,-49,-23,14
24/07/2020,Banten,12,0,-11,-5,-3,-48,-21,14
25/07/2020,Banten,5,0,-10,-4,5,-44,-12,10
26/07/2020,Banten,14,2,-12,-6,7,-45,-2,9
27/07/2020,Banten,10,0,-11,-6,-4,-47,-23,14
28/07/2020,Banten,9,0,-9,-1,-3,-45,-24,14
29/07/2020,Banten,15,0,-8,1,1,-43,-25,13
30/07/2020,Banten,29,2,2,20,20,-34,-28,10
31/07/2020,Banten,34,1,-17,-6,31,-57,-68,21
01/08/2020,Banten,23,0,-19,-7,30,-49,-29,10
02/08/2020,Banten,12,0,-14,-3,32,-39,-8,6
03/08/2020,Banten,21,2,-9,-3,7,-44,-25,12
04/08/2020,Banten,33,1,-9,-1,3,-44,-26,13
05/08/2020,Banten,23,0,-8,-1,10,-44,-25,13
06/08/2020,Banten,32,1,-8,0,4,-44,-25,13
07/08/2020,Banten,34,1,-9,-1,3,-44,-22,12
08/08/2020,Banten,22,1,-9,-1,12,-39,-14,8
09/08/2020,Banten,24,0,-11,-1,16,-39,-4,7
10/08/2020,Banten,23,0,-7,-1,3,-43,-23,12
11/08/2020,Banten,19,0,-11,-4,-2,-44,-25,13
12/08/2020,Banten,49,2,-8,-3,4,-44,-24,13
13/08/2020,Banten,37,0,-15,-11,-6,-46,-25,14
14/08/2020,Banten,21,1,-8,0,3,-42,-22,12
15/08/2020,Banten,33,0,-10,-1,14,-34,-12,8
16/08/2020,Banten,43,1,-12,-3,33,-40,-4,6
17/08/2020,Banten,17,0,-6,-6,49,-52,-65,20
18/08/2020,Banten,63,1,-12,-5,2,-44,-25,12
19/08/2020,Banten,47,0,-8,-2,13,-42,-24,11
20/08/2020,Banten,23,0,-5,-1,46,-48,-59,20
21/08/2020,Banten,36,0,-11,-5,18,-51,-38,17
22/08/2020,Banten,42,2,-17,-10,23,-45,-14,10
23/08/2020,Banten,32,0,-17,-10,19,-39,-1,8
24/08/2020,Banten,61,0,-13,-9,3,-44,-21,13
25/08/2020,Banten,32,0,-10,-2,4,-43,-23,13
26/08/2020,Banten,29,1,-10,-3,7,-44,-22,13
27/08/2020,Banten,59,0,-8,0,11,-44,-22,13
28/08/2020,Banten,42,0,-7,3,9,-42,-20,13
29/08/2020,Banten,60,0,-9,2,18,-40,-10,9
30/08/2020,Banten,45,4,-8,1,29,-39,0,7
31/08/2020,Banten,31,0,-6,3,10,-44,-22,12
01/09/2020,Banten,26,4,-5,7,8,-42,-23,12
02/09/2020,Banten,68,1,-9,-1,5,-44,-23,13
03/09/2020,Banten,34,1,-5,1,8,-43,-24,13
04/09/2020,Banten,22,0,-7,2,5,-43,-21,14
05/09/2020,Banten,49,0,-8,1,18,-38,-13,9
06/09/2020,Banten,85,0,-7,1,30,-38,-4,8
07/09/2020,Banten,77,3,-8,-2,6,-45,-23,13
08/09/2020,Banten,59,0,-8,-1,5,-44,-24,13
09/09/2020,Banten,37,0,-9,-3,6,-44,-23,13
10/09/2020,Banten,42,0,-10,-3,5,-44,-24,13
11/09/2020,Banten,46,0,-10,-3,2,-43,-22,13
12/09/2020,Banten,21,0,-12,-4,11,-39,-12,9
13/09/2020,Banten,50,0,-14,-5,17,-39,-4,9
14/09/2020,Banten,55,0,-17,-13,-7,-52,-25,16
15/09/2020,Banten,62,1,-17,-10,-9,-51,-26,16
16/09/2020,Banten,138,1,-12,-4,1,-50,-26,16
17/09/2020,Banten,121,3,-12,-5,0,-49,-26,16
18/09/2020,Banten,141,1,-14,-6,-4,-51,-24,17
19/09/2020,Banten,128,1,-15,-7,2,-49,-12,13
20/09/2020,Banten,179,5,-27,-18,-16,-53,-9,14
21/09/2020,Banten,121,7,-17,-13,-8,-50,-26,17
22/09/2020,Banten,129,16,-20,-11,-11,-48,-28,17
23/09/2020,Banten,216,7,-20,-12,-6,-49,-26,17
24/09/2020,Banten,130,1,-19,-12,-4,-49,-27,18
25/09/2020,Banten,111,2,-18,-5,-6,-49,-24,18
26/09/2020,Banten,135,0,-17,-6,-4,-45,-13,13
27/09/2020,Banten,105,5,-20,-9,1,-47,-6,13
28/09/2020,Banten,127,2,-18,-8,-6,-49,-25,17
29/09/2020,Banten,82,1,-17,-5,-5,-47,-27,17
30/09/2020,Banten,144,1,-14,2,0,-46,-26,15
01/10/2020,Banten,100,3,-13,5,6,-45,-27,13
02/10/2020,Banten,82,3,-16,0,-3,-46,-25,13
03/10/2020,Banten,135,2,-13,1,-1,-41,-16,9
04/10/2020,Banten,169,5,-12,0,10,-41,-10,8
05/10/2020,Banten,139,3,-12,1,5,-45,-27,11
06/10/2020,Banten,100,4,-13,0,0,-45,-29,12
07/10/2020,Banten,80,1,-13,-3,6,-46,-27,13
08/10/2020,Banten,122,5,-15,-5,1,-46,-28,15
09/10/2020,Banten,141,0,-16,-5,-3,-48,-25,17
10/10/2020,Banten,171,3,-17,-7,0,-44,-12,12
11/10/2020,Banten,106,3,-13,-2,11,-43,-5,10
12/10/2020,Banten,79,2,-15,-5,6,-46,-24,15
13/10/2020,Banten,81,3,-16,-6,2,-47,-26,16
14/10/2020,Banten,91,8,-14,-6,3,-46,-25,16
15/10/2020,Banten,111,2,-13,-2,6,-44,-24,15
16/10/2020,Banten,116,1,-22,-11,-7,-46,-23,17
17/10/2020,Banten,127,7,-14,-1,6,-41,-11,11
18/10/2020,Banten,130,5,-15,-4,13,-41,-6,10
19/10/2020,Banten,120,5,-19,-8,-2,-45,-24,15
20/10/2020,Banten,79,3,-17,-7,-4,-44,-25,15
21/10/2020,Banten,171,1,-20,-13,-7,-45,-25,15
22/10/2020,Banten,220,4,-12,-2,5,-43,-25,12
23/10/2020,Banten,145,4,-12,1,3,-42,-22,12
24/10/2020,Banten,105,2,-14,-3,3,-38,-11,8
25/10/2020,Banten,231,8,-15,-3,8,-38,-7,8
26/10/2020,Banten,120,3,-22,-12,-10,-44,-25,12
27/10/2020,Banten,124,0,-12,5,0,-38,-25,10
28/10/2020,Banten,170,1,-3,9,17,-36,-36,11
29/10/2020,Banten,91,2,1,7,52,-44,-60,16
30/10/2020,Banten,107,2,-12,-2,10,-49,-41,15
31/10/2020,Banten,84,3,-21,-11,7,-41,-19,9
01/11/2020,Banten,90,2,-16,-4,11,-30,-9,7
02/11/2020,Banten,74,4,-12,-1,2,-39,-24,11
03/11/2020,Banten,72,2,-11,0,4,-39,-25,11
04/11/2020,Banten,90,3,-13,-5,0,-40,-24,12
05/11/2020,Banten,50,0,-14,-4,-3,-42,-27,13
06/11/2020,Banten,104,7,-13,-2,-1,-41,-23,12
07/11/2020,Banten,125,2,-12,-3,4,-36,-13,8
08/11/2020,Banten,59,3,-11,-2,18,-35,-8,6
09/11/2020,Banten,120,6,-14,-5,4,-41,-24,11
10/11/2020,Banten,55,0,-14,-3,-2,-35,-26,12
11/11/2020,Banten,125,0,-12,-3,3,-40,-24,11
12/11/2020,Banten,100,0,-12,-4,7,-40,-24,11
13/11/2020,Banten,111,0,-12,-2,4,-40,-22,12
14/11/2020,Banten,166,0,-12,-4,8,-37,-12,8
15/11/2020,Banten,159,0,-11,-3,22,-34,-7,6
16/11/2020,Banten,0,0,-16,-7,-1,-40,-24,11
17/11/2020,Banten,0,0,-15,-5,-1,-40,-25,11
18/11/2020,Banten,54,0,-16,-8,-2,-40,-24,12
19/11/2020,Banten,159,0,-13,-4,2,-39,-24,11
20/11/2020,Banten,128,4,-14,-3,0,-39,-22,12
21/11/2020,Banten,182,3,-13,-5,6,-35,-12,8
22/11/2020,Banten,122,0,-14,-5,15,-36,-9,7
23/11/2020,Banten,171,2,-18,-11,-5,-41,-24,12
24/11/2020,Banten,144,7,-15,-6,-1,-40,-25,11
25/11/2020,Banten,128,2,-12,-2,0,-39,-23,11
26/11/2020,Banten,145,2,-8,1,6,-38,-24,11
27/11/2020,Banten,191,4,-9,2,4,-37,-21,11
28/11/2020,Banten,234,2,-6,3,10,-32,-11,6
29/11/2020,Banten,151,5,-13,-5,6,-33,-8,7
30/11/2020,Banten,262,5,-9,5,-2,-38,-23,10
01/12/2020,Banten,154,5,-6,10,3,-36,-24,10
02/12/2020,Banten,121,1,-9,2,2,-38,-23,11
03/12/2020,Banten,131,5,-9,2,1,-37,-25,12
04/12/2020,Banten,130,5,-7,6,2,-36,-21,11
05/12/2020,Banten,143,3,-8,3,3,-30,-12,7
06/12/2020,Banten,134,5,-14,-4,-1,-32,-10,8
07/12/2020,Banten,133,4,-14,-3,-5,-40,-25,11
08/12/2020,Banten,98,3,-9,3,1,-37,-25,10
09/12/2020,Banten,166,4,-1,4,19,-45,-57,19
10/12/2020,Banten,169,3,-9,2,6,-35,-22,12
11/12/2020,Banten,192,2,-11,0,0,-36,-20,14
12/12/2020,Banten,204,2,-10,1,5,-29,-9,9
13/12/2020,Banten,136,1,-10,0,15,-28,-2,9
14/12/2020,Banten,138,1,-11,-2,4,-36,-21,13
15/12/2020,Banten,166,3,-10,1,0,-35,-23,13
16/12/2020,Banten,176,1,-10,-1,6,-33,-22,13
17/12/2020,Banten,181,2,-8,1,7,-30,-22,13
18/12/2020,Banten,156,0,-10,2,1,-33,-20,14
19/12/2020,Banten,180,6,-11,0,5,-27,-8,9
20/12/2020,Banten,194,0,-14,-5,2,-28,-4,10
21/12/2020,Banten,190,7,-11,-2,8,-35,-24,13
22/12/2020,Banten,239,0,-9,2,13,-32,-26,13
23/12/2020,Banten,185,6,-7,5,17,-27,-25,12
24/12/2020,Banten,154,0,-1,10,27,-32,-43,16
25/12/2020,Banten,166,5,-8,2,33,-46,-61,22
26/12/2020,Banten,241,2,-17,-6,14,-39,-23,12
27/12/2020,Banten,150,0,-16,-7,19,-33,-4,9
28/12/2020,Banten,120,3,-11,-1,13,-40,-30,14
29/12/2020,Banten,121,5,-12,1,10,-40,-32,15
30/12/2020,Banten,172,7,-7,7,16,-37,-32,14
31/12/2020,Banten,269,0,0,18,37,-37,-49,16
01/01/2021,Banten,287,1,-18,-4,43,-54,-70,23
02/01/2021,Banten,246,6,-16,-2,34,-38,-32,12
03/01/2021,Banten,136,2,-19,-6,18,-27,-9,10
04/01/2021,Banten,158,5,-13,2,7,-37,-23,13
05/01/2021,Banten,164,2,-15,1,1,-39,-26,15
06/01/2021,Banten,188,0,-14,-2,0,-41,-24,15
07/01/2021,Banten,364,9,-12,0,2,-42,-25,15
08/01/2021,Banten,253,1,-13,1,1,-44,-22,15
09/01/2021,Banten,275,6,-24,-13,-15,-41,-14,13
10/01/2021,Banten,272,5,-13,0,10,-34,-6,10
11/01/2021,Banten,177,4,-14,-5,0,-44,-25,14
12/01/2021,Banten,174,2,-17,-6,-6,-45,-28,15
13/01/2021,Banten,185,6,-18,-10,-5,-48,-28,14
14/01/2021,Banten,240,5,-20,-15,-5,-50,-33,13
15/01/2021,Banten,281,4,-24,-17,-13,-52,-33,13
16/01/2021,Banten,257,4,-25,-18,-14,-50,-24,9
17/01/2021,Banten,283,10,-23,-17,-5,-48,-18,9
18/01/2021,Banten,245,0,-25,-20,-11,-52,-34,14
19/01/2021,Banten,183,3,-24,-17,-12,-51,-34,15
20/01/2021,Banten,286,0,-23,-17,-10,-51,-33,15
21/01/2021,Banten,236,5,-22,-16,-9,-51,-33,15
22/01/2021,Banten,320,10,-23,-16,-11,-51,-30,15
23/01/2021,Banten,357,6,-22,-14,-11,-48,-19,11
24/01/2021,Banten,410,1,-31,-24,-26,-52,-18,13
25/01/2021,Banten,289,8,-20,-12,-6,-50,-30,14
26/01/2021,Banten,525,2,-24,-17,-17,-50,-32,15
27/01/2021,Banten,302,2,-21,-12,-13,-49,-31,15
28/01/2021,Banten,44,3,-18,-8,-9,-49,-31,14
29/01/2021,Banten,326,0,-21,-9,-17,-48,-29,14
30/01/2021,Banten,300,0,-20,-8,-21,-44,-18,9
31/01/2021,Banten,271,10,-13,0,-7,-42,-10,6
01/02/2021,Banten,34,11,-20,-8,-11,-48,-29,11
02/02/2021,Banten,37,22,-16,-1,-11,-46,-30,11
03/02/2021,Banten,129,0,-19,-11,-17,-48,-31,12
04/02/2021,Banten,26,0,-20,-13,-17,-48,-31,12
05/02/2021,Banten,67,2,-13,0,-8,-46,-29,11
06/02/2021,Banten,47,8,-14,-3,-9,-42,-19,7
07/02/2021,Banten,90,1,-20,-11,-16,-44,-15,7
08/02/2021,Banten,41,8,-18,-11,-11,-47,-30,11
09/02/2021,Banten,65,2,-15,-4,-9,-45,-31,11
10/02/2021,Banten,30,0,-14,-6,-9,-44,-29,11
11/02/2021,Banten,40,0,-9,1,1,-39,-30,9
12/02/2021,Banten,147,0,-10,-2,15,-52,-63,19
13/02/2021,Banten,114,0,-18,-8,-3,-48,-28,9
14/02/2021,Banten,74,1,-18,-8,-5,-41,-14,7
15/02/2021,Banten,179,0,-17,-7,-7,-45,-29,10
16/02/2021,Banten,351,2,-20,-10,-12,-46,-31,12
17/02/2021,Banten,334,0,-16,-7,-7,-44,-28,11
18/02/2021,Banten,86,1,-24,-16,-20,-47,-29,13
19/02/2021,Banten,73,0,-15,-3,-9,-45,-26,11
20/02/2021,Banten,73,2,-22,-9,-19,-44,-21,9
21/02/2021,Banten,249,2,-16,-4,-7,-44,-11,7
